ingredient	quantity
Ricotta vaccina già scolata (1,1 kg da scolare)	1 kg
Zucchero	300 g
Uova (5 medie)	360 g
Zucchero	150 g
Sale fino	1 pizzico
Farina 00	75 g
Acqua	250 g
Zucchero	125 g
Alchermes di Santa Maria Novella	50 ml
Pasta di mandorle	150 g
Zucchero a velo	q.b.
Frutta candita (arancia, cedro, chinotto, mandarino)	250 g
Chicchi di caffè	q.b.
