ingredient	quantity
Burro freddo	100 g
Farina 00	200 g
Acqua ghiacciata	70 ml
Sale fino	q.b.
Riso Carnaroli	300 g
Pisellini	150 g
Prosciutto cotto a cubetti	100 g
Taleggio	100 g
Brodo vegetale	500 ml
Vino bianco	100 ml
Burro	50 g
Scalogno	1
Triplo concentrato di pomodoro	1 cucchiaio
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
