ingredient	quantity
Uova medie	3
Farina 00	270 g
Zucchero	200 g
Olio di semi di mais	100 ml
Cacao amaro in polvere	40 g
Succo d'arancia (di circa 2 arance medie)	150 ml
Lievito in polvere per dolci	10 g
Sale fino	1 pizzico
Gocce di cioccolato fondente	70 g
Formaggio fresco spalmabile	200 g
Panna fresca liquida	300 ml
Cacao amaro in polvere	30 g
Zucchero a velo	200 g
Aroma all'arancia	q.b.
Scorza d'arancia	1
