ingredient	quantity
Farina 0	680 g
Farina di riso	55 g
Farina di mais fioretto	20 g
Uova (circa 1)	55 g
Burro a temperatura ambiente	60 g
Lievito di birra fresco	10 g
Latte intero	350 g
Zucchero	150 g
Sale fino	5 g
Baccello di vaniglia	½
Gocce di cioccolato fondente	200 g
Latte intero	q.b.
Zucchero a velo	q.b.
