ingredient	quantity
Zafferano	1 bustina
Burro	30 g
Riso vialone nano	500 g
Sale fino	1 pizzico
Acqua	1,2 l
Caciocavallo stagionato da grattugiare	100 g
Sale fino	q.b.
Pepe nero	q.b.
Cipolle	½
Burro	25 g
Maiale macinato	100 g
Olio extravergine d'oliva	q.b.
Passata di pomodoro	200 ml
Pisellini	80 g
Caciocavallo fresco	50 g
Vino rosso	50 ml
Prosciutto cotto in una sola fetta	30 g
Mozzarella	60 g
Farina 00	200 g
Sale fino	1 pizzico
Acqua	300 ml
Pangrattato	q.b.
Olio di semi	q.b.
