ingredient	quantity
Farina Manitoba	135 g
Acqua tiepida	75 ml
Lievito di birra secco	3 g
Malto	1 cucchiaino
Farina 0	400 g
Acqua tiepida	150 ml
Burro morbido	120 g
Pecorino da grattugiare	75 g
Sale fino	5 g
Tuorli	3
Pisellini	200 g
Mortadella	200 g
Fontal	200 g
Pecorino da grattugiare	175 g
Granella di pistacchi	q.b.
Uova	1
