ingredient	quantity
Farina Manitoba	125 g
Acqua (a temperatura ambiente)	75 ml
Lievito di birra secco	1 g
Farina Manitoba	500 g
Lievito di birra secco	3 g
Lievito istantaneo per preparazioni salate	4 g
Uova (medie)	4
Burro (ammorbidito)	100 g
Acqua (a temperatura ambiente)	120 ml
Sale fino	12 g
Malto	1 cucchiaino
Latte intero	500 ml
Panna fresca liquida	35 ml
Farina 00	80 g
Burro	50 g
Tuorli	2
Asiago stagionato (da grattugiare)	80 g
Sale fino	1 pizzico
Olio di semi di arachide	750 ml
