ingredient	quantity
Tonno sott'olio al peperoncino (sgocciolato)	200 g
Pane guttiau	200 g
Capperi sotto sale (da dissalare)	20 g
Pomodorini datterini	150 g
Finocchietto selvatico	q.b.
Cipolle rosse	120 g
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Fagioli cannellini precotti	150 g
Olio extravergine d'oliva	60 g
Acqua	25 g
Sale fino	q.b.
