ingredient	quantity
Ravanelli	50 g
Aglio	1 spicchio
Basilico	25 foglie
Parmigiano Reggiano DOP (da grattugiare)	35 g
Sale grosso	1 pizzico
Pecorino (da grattugiare)	15 g
Olio extravergine d'oliva	50 g
Pinoli	1 cucchiaino
Robiola	80 g
Robiola	80 g
Menta	10 foglie
Pepe nero	q.b.
Sale fino	q.b.
Robiola	80 g
Olive nere	50 g
Olio extravergine d'oliva	22 g
