ingredient	quantity
Limoni	1
Cipolle bianche	½
Zucchine	100 g
Carote	100 g
Peperoni verdi	100 g
Sedano	50 g
Pomodori di Pachino	100 g
Patate media	1
Alloro	3 foglie
Aneto	2 rametti
Rosmarino	2 rametti
Timo	2 rametti
Acqua	2 bicchieri
Olio extravergine d'oliva	11 cucchiai
Sale fino	q.b.
Pepe nero	q.b.
Tranci di salmone (2 tranci)	400 g
