ingredient	quantity
Farina di riso	230 g
Fecola di patate	75 g
Amido di mais (maizena)	75 g
Zucchero	200 g
Miele	50 g
Olio di semi di girasole	200 g
Latte di riso	150 g
Uova (medie)	4
Lievito in polvere per dolci	12 g
Baccello di vaniglia	1
Cacao amaro in polvere	30 g
Sale fino	4 g
Xantana	3 g
Margarina vegetale	q.b.
Farina di riso	q.b.
