ingredient	quantity
Uova (circa 5)	280 g
Zucchero	150 g
Farina 00	90 g
Amido di mais (maizena)	50 g
Sale fino	1 pizzico
Cioccolato fondente	300 g
Cioccolato al latte	200 g
Cioccolato bianco	25 g
Zucchero a velo	25 g
Cacao amaro in polvere	25 g
Farina di nocciole	70 g
Latte intero a temperatura ambiente	150 g
Burro a temperatura ambiente	60 g
Acqua	200 g
Zucchero	90 g
Rum	30 g
Cioccolato fondente	300 g
Burro di cacao	50 g
