ingredient	quantity
Zucchero	60 g
Farina 00	615 g
Lievito di birra secco	5 g
Sale fino	5 g
Acqua a temperatura ambiente	120 g
Latte intero a temperatura ambiente	120 g
Burro	80 g
Uova (circa 1)	55 g
Zucchero	110 g
Cannella in polvere	15 g
Burro (per ungere la teglia e per spennellare l'impasto)	15 g
Zucchero a velo	200 g
Acqua a temperatura ambiente	q.b.
