ingredient	quantity
Costine di maiale (o puntine)	800 g
Cotenna di suino	200 g
Carne di suino 1 piedino	550 g
Carne di suino orecchio	350 g
Verzini (o salamini)	330 g
Salsiccia	500 g
Verza	1 kg
Sedano	60 g
Carote	60 g
Cipolle	120 g
Passata di pomodoro	130 g
Brodo di carne	200 g
Sale fino	q.b.
Pepe nero	q.b.
Olio extravergine d'oliva	50 g
Burro	50 g
