ingredient	quantity
Farina 00	400 g
Uova (almeno 70 gr l'uno)	4
Uova	1
Cotechino Modena precotto	1 kg
Ricotta vaccina	250 g
Sedano	1 costa
Carote media	1
Cipolle media	1
Vino bianco secco	50 g
Parmigiano Reggiano DOP da grattugiare	50 g
Pepe nero	q.b.
Rosmarino	q.b.
Timo	q.b.
Salvia	q.b.
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Burro	40 g
Parmigiano Reggiano DOP da grattugiare	q.b.
Rosmarino	q.b.
Salvia	q.b.
Erba cipollina	q.b.
Timo	q.b.
Origano	q.b.
