ingredient	quantity
Cioccolato gianduia	230 g
Latte condensato	160 g
Latte intero	80 g
Panna fresca liquida (da montare)	300 g
Zucchero	220 g
Acqua	80 ml
Panna fresca liquida	130 g
Panna fresca liquida (da montare)	300 g
Latte condensato	65 g
Farina di nocciole	40 g
Zucchero	50 g
Albumi	1
Farina 00	15 g
Burro	15 g
Sale fino	q.b.
