ingredient	quantity
Latte condensato	70 g
Zucchero	150 g
Farina 00	350 g
Olio extravergine d'oliva	100 g
Uova	4
Lievito in polvere per dolci	16 g
Scorza d'arancia (non trattata)	1
Sale fino	1 pizzico
Latte intero	50 g
Latte intero	200 g
Latte condensato	80 g
Tuorli	3
Cioccolato fondente	275 g
Gelatina in fogli	16 g
Panna fresca liquida	350 g
Caffè	100 g
Cioccolato in scaglie	100 g
Ovetti di cioccolato al latte ricoperti di zucchero	150 g
