ingredient	quantity
Caciocavallo silano (a fette)	350 g
Cipolle rosse di Tropea	300 g
Vino rosso	20 g
Zucchero	1 cucchiaino
Acqua (ghiacciata)	70 g
Burro	100 g
Farina 00	200 g
Latte intero	500 g
Cipolle rosse di Tropea	80 g
Farina 00	50 g
Olio extravergine d'oliva	50 g
Noce moscata (da grattugiare)	q.b.
Sale fino	q.b.
Pepe nero	q.b.
