ingredient	quantity
Riso vialone nano	300 g
Zafferano	1 bustina
Burro	q.b.
Grana Padano DOP	70 g
Fagioli rossi precotti	300 g
Sedano	15 g
Carote	15 g
Cipolle rosse	20 g
Aglio	1 spicchio
Olio extravergine d'oliva	25 g
Passata di pomodoro	100 g
Scamorza affumicata	30 g
Farina 00	100 g
Acqua	200 g
Sale fino	q.b.
Pangrattato	q.b.
Olio di semi	q.b.
