ingredient	quantity
Filetto di maiale (4 filetti da 90 gr)	360 g
Burro	50 g
Vino bianco	30 g
Pepe verde in grani	12
Pancetta affumicata	4 fette
Salvia	8 foglie
Rosmarino	4 rametti
Sale fino	q.b.
Olio extravergine d'oliva	10 g
Burro	25 g
Vino bianco	15 g
Sale	q.b.
Olio extravergine d'oliva	q.b.
Cipollotti (da 150 gr l'uno)	4
