ingredient	quantity
Uova ( circa 2 medie)	120 g
Farina 00	77 g
Latte intero	62 g
Acqua	62 g
Burro	55 g
Sale fino	q.b.
Grana Padano DOP da grattugiare	30 g
Grana Padano DOP da grattugiare	125 g
Latte intero	200 g
Burro	20 g
Farina 00	20 g
Pepe nero	q.b.
Pomodori secchi sott'olio	100 g
Erba cipollina	q.b.
