ingredient	quantity
Petto di pollo	600 g
Zafferano (una bustina)	0,15 g
Aglio	2 spicchi
Peperoncino fresco	1
Acqua circa	140 g
Olio extravergine d'oliva	10 g
Fecola di patate	1 cucchiaino
Farina 00	q.b.
Pepe nero	q.b.
Sale fino	q.b.
Asparagi	250 g
Asparagi bianchi	150 g
Scalogno	1
Acqua	100 g
Olio extravergine d'oliva	10 g
Sale fino	q.b.
Pepe nero	q.b.
