ingredient	quantity
Pancarrè (senza crosta)	6 fette
Tuorli	1
Olio di semi	45 g
Aceto di mele	12 g
Curry	1 pizzico
Formaggio fresco spalmabile	50 g
Mozzarella	75 g
Caprino	40 g
Scamorza (provola)	40 g
Bresaola	15 g
Salmone	40 g
Prosciutto cotto	20 g
Patè di olive nere	25 g
Pomodori secchi sott'olio	35 g
Basilico	2 foglie
Zucchine	1
