ingredient	quantity
Conchiglioni	300 g
Aglio	2 spicchi
Olio extravergine d'oliva	½ bicchiere
Funghi champignon	500 g
Prosciutto cotto (in una sola fetta da fare a dadini)	125 g
Zucchine	2
Grana Padano DOP da grattugiare	100 g
Prezzemolo da tritare	2 cucchiai
Sale fino	q.b.
Pecorino da grattugiare	50 g
Burro	50 g
Farina 00	50 g
Sale fino	1 pizzico
Latte intero fresco	500 g
Noce moscata da grattugiare	q.b.
