ingredient	quantity
Latte intero	200 g
Farina 00	200 g
Zucchero	60 g
Lievito di birra secco (25 g se fresco)	7 g
Farina 00	250 g
Uova (circa 1 medio)	55 g
Tuorli (circa 1 di un uovo medio)	18 g
Burro	60 g
Sale fino	5 g
Grana Padano DOP (da grattugiare)	100 g
Gorgonzola piccante	40 g
Pere kaiser già pulita	40 g
Scamorza (provola) dolce	40 g
Prosciutto cotto da tagliare a cubetti	40 g
Quartirolo Lombardo	40 g
Olive nere denocciolate	20
Panna fresca liquida	20 g
Semi di sesamo nero	q.b.
