ingredient	quantity
Patate farinose	300 g
Farina Manitoba	250 g
Farina 00	250 g
Acqua	50 ml
Olio extravergine d'oliva	50 ml
Uova medio	1
Lievito di birra fresco	12 g
Malto	1 cucchiaino
Sale fino	10 g
Caciocavallo	140 g
Salame piccante	140 g
Zucchine piccola	1
Melanzane piccola	½
Peperoni rossi	½
Olio extravergine d'oliva	20 g
Sale fino	q.b.
Uova	1
Panna fresca liquida	2 cucchiai
