ingredient	quantity
Acqua a temperatura ambiente	175 g
Farina 00	350 g
Sale fino	1 cucchiaino
Lievito istantaneo per preparazioni salate	7 g
Olio extravergine d'oliva	q.b.
Salsiccia	400 g
Zucchine	125 g
Finocchietto selvatico semi	q.b.
Vino rosso	30 ml
Peperoncino fresco	1
Aglio	1 spicchio
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
