ingredient	quantity
Farina 00	250 g
Burro freddo	100 g
Zucchero	100 g
Uova (circa 1 medio) a temperatura ambiente	60 g
Tuorli (circa 1 medio) a temperatura ambiente	20 g
Lievito in polvere per dolci	1 cucchiaino
Cannella in polvere ¼	cucchiaino
Uva nera (sgranata)	500 g
Zucchero	150 g
Farina di mandorle	50 g
Cioccolato fondente	50 g
Burro	q.b.
