ingredient	quantity
Cavolo nero	80 g
Fagioli cannellini precotti	350 g
Patate	125 g
Cipolle rosse	70 g
Carote	50 g
Sedano	40 g
Farina di mais bramata	65 g
Brodo vegetale	q.b.
Passata di pomodoro	2 cucchiai
Rosmarino	q.b.
Finocchietto selvatico	q.b.
Peperoncino secco (in polvere)¼	cucchiaino
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
