ingredient	quantity
Tonno	900 g
Patate	500 g
Capperi sott'aceto	10 g
Prezzemolo	3 rametti
Scorza di limone non trattato	1
Sale fino	q.b.
Olio extravergine d'oliva	q.b.
Olio di semi di girasole	300 ml
Latte di soia	150 ml
Acciughe sott'olio	75 g
Capperi sott'aceto	10 g
Menta	10 foglie
Succo di limone	3 cucchiai
Sale fino	q.b.
Pepe nero	q.b.
