ingredient	quantity
Uova ( circa 4)	220 g
Zucchero	80 g
Farina 00	35 g
Cacao amaro in polvere	5 g
Coloranti alimentari rosso, in polvere	1 cucchiaino
Formaggio fresco spalmabile	350 g
Panna fresca liquida	150 g
Zucchero a velo	50 g
Baccello di vaniglia	½
Panna fresca liquida	30 g
Ribes rosso	q.b.
Cioccolato in riccioli	q.b.
