ingredient	quantity
Farina di mais fioretto	200 g
Farina 00	220 g
Farina di mandorle	50 g
Zucchero	100 g
Burro (freddo di frigo)	80 g
Uova	1
Tuorli	1
Sale fino	1 pizzico
Latte intero	400 g
Tuorli	3
Fecola di patate	15 g
Zucchero	80 g
Baccello di vaniglia	1
Fragole	300 g
Zucchero	50 g
Scorza di limone	1
Zucchero a velo	q.b.
