ingredient	quantity
Cetrioli	1
Cipolle rosse	1
Pomodorini ciliegino o pomodorini secchi sott'olio	6
Feta	80 g
Olive nere denocciolate 	12
Patate	800 g
Olio extravergine d'oliva	6 cucchiai
Acqua tiepida	3 cucchiai
Succo di limone	3 cucchiai
Aglio	1 spicchio
Miele	1 cucchiaino
Senape di Digione	1 cucchiaino
Origano	q.b.
Sale fino	q.b.
Pepe nero	q.b.
