ingredient	quantity
Riso vialone nano	500 g
Zafferano in pistilli	q.b.
Acqua	1,2 l
Caciocavallo stagionato (da grattugiare)	100 g
Burro	30 g
Sale fino	1 pizzico
Maiale macinato	100 g
Passata di pomodoro	200 g
Pisellini	80 g
Caciocavallo	50 g
Cipolle dorate	½
Vino rosso	50 g
Burro	25 g
Olio extravergine d'oliva	2 cucchiai
Sale fino	q.b.
Pepe nero	q.b.
Uova	6
Pangrattato	q.b.
Olio extravergine d'oliva	q.b.
