ingredient	quantity
Tacchino da 2 kg	1
Carne di suino	250 g
Salsiccia	100 g
Carote	1
Sedano	1 costa
Cipolle	1
Aglio	1 spicchio
Uova medie	1
Parmigiano Reggiano DOP	30 g
Pangrattato	40 g
Noce moscata	½ cucchiaino
Sale fino	q.b.
Pepe nero	q.b.
Olio extravergine d'oliva	100 ml
Burro	100 g
Pancetta affumicata	200 g
Luganega	200 g
Mele Golden	4
Vino bianco	100 ml
