ingredient	quantity
Panini da hamburger	4
Manzo tritato	520 g
Toma piemontese	120 g
Olio extravergine d'oliva	1 filo
Sale fino	q.b.
Pepe nero	q.b.
Patate	200 g
Rosmarino	4 rametti
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Uova	1
Acciughe sott'olio	1 filetto
Aglio	1 spicchio
Olio extravergine d'oliva	35 g
Prezzemolo	30 g
Pane raffermo soltanto la mollica	40 g
Capperi sotto sale	1 cucchiaino
Aceto di vino bianco	10 g
Sale fino	q.b.
Pepe nero	q.b.
