ingredient	quantity
Uova (3 medie)	164
Grana Padano DOP (Riserva Oltre 20 mesi, da grattugiare)	120 g
Farina 00	200 g
Pancetta steccata	280 g
Olio di semi di girasole	100 g
Latte intero	100 g
Lievito istantaneo per preparazioni salate	15 g
Zafferano	1 bustina
Timo	4 rametti
Pepe nero	q.b.
Sale fino	q.b.
