,train_loss,dev_loss,test_loss,train_f1,dev_f1,test_f1,train_exact,dev_exact,test_exact
0,4.607120037078857,0.0,0,6.451612903225806,0.0,0,0.0,0.0,0
1,4.2332353591918945,0.0,0,0.0,0.0,0,0.0,0.0,0
2,3.8651434183120728,0.0,0,3.225806451612903,0.0,0,0.0,0.0,0
3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
4,0.0,0.0,0,4.531490015360984,0.0,0,0.0,0.0,0
5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
