ingredient	quantity
Pollo intero o già in pezzi	1,6 kg
Funghi champignon	400 g
Cipolle borettane	250 g
Aglio	2 spicchi
Brandy	50 ml
Brodo vegetale	50 ml
Olio extravergine d'oliva	q.b.
Farina 00	15 g
Sale fino	q.b.
Pepe nero	q.b.
Pancetta	300 g
Vino rosso	1 l
Cipolle bianche	1
Carote	2
Rosmarino	10 g
Prezzemolo	10 g
Timo	6 g
Pepe nero in grani	5 g
