ingredient	quantity
Granella di pistacchi	70 g
Pasta di pistacchi	30 g
Zucchero a velo	140 g
Farina 00	250 g
Burro (freddo di frigo)	115 g
Uova (medie)	1
Sale fino	1 pizzico
Ricotta di pecora	650 g
Zucchero a velo	100 g
Gocce di cioccolato	80 g
Fragoline di bosco	80 g
Pistacchi non salati (sgusciati)	q.b.
