ingredient	quantity
Riso Carnaroli	320 g
Brodo vegetale	1,2 l
Sale marino integrale di Cervia	q.b.
Pepe di Sarawak	q.b.
Burro freddo	25 g
Grana Padano DOP (da grattugiare)	15 g
Caffè in polvere miscela arabica	q.b.
Birra chiara artigianale	1 l
Grana Padano DOP (Riserva oltre 20 mesi) da grattugiare	100 g
Panna fresca liquida	250 g
