ingredient	quantity
Uova medie	4
Pisellini	300 g
Latte intero	100 ml
Burro	30 g
Brodo vegetale	200 ml
Parmigiano Reggiano DOP da grattugiare	100 g
Sale fino	q.b.
Pepe nero	q.b.
Prosciutto crudo (a fette)	80 g
Formaggio fresco spalmabile	200 g
Pomodori secchi sott'olio	50 g
Olive nere denocciolate	20 g
Sale fino	q.b.
Pepe nero	q.b.
