ingredient	quantity
Carote	100 g
Carote viola	100 g
Carote gialle	100 g
Riso Carnaroli	200 g
Brodo vegetale	1 l
Porri	70 g
Curry	10 g
Scorza di limone	q.b.
Menta	6 foglie
Burro	25 g
Parmigiano Reggiano DOP da grattugiare	40 g
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Tomini	100 g
Tomini	100 g
Panna fresca liquida	100 g
Latte intero	20 g
Germogli di soia	q.b.
