ingredient	quantity
Patate	1
Carote	1
Cipolle rosse	1
Olio di semi di arachide	q.b.
Farina di ceci	300 g
Acqua gassata freddissima	600 g
Lievito istantaneo per preparazioni salate	1 pizzico
Peperoncino fresco tritato e senza semi	1
Coriandolo tritato	1 ciuffo
Curry madras piccante	2 cucchiai
Sale fino	1 pizzico
