ingredient	quantity
Acqua tiepida	300 ml
Farina 00	500 g
Lievito di birra fresco	12 g
Olio extravergine d'oliva	3 cucchiai
Sale fino	10 g
Zucchero	1 cucchiaino
Peperoni mezzo rosso emezzo	giallo
Zucchine	100 g
Sale	q.b.
Olio di oliva	1 cucchiaio
Caciocavallo (lerdammer, provola,emmentaler, ecc...) a fette	250 gr
Pancetta coppata a fette sottili	125 gr
