ingredient	quantity
Latte (a temperatura ambiente)	140 g
Farina 00	400 g
Lievito di birra secco	4 g
Acqua (a temperatura ambiente)	60 g
Sale fino	10 g
Olio extravergine d'oliva	20 g
Zucchine	150 g
Melanzane	150 g
Olive nere denocciolate	80 g
Capperi	30 g
Passata di pomodoro	50 g
Mozzarella	250 g
Prosciutto cotto	200 g
Acciughe sott'olio	6
Robiola	200 g
Origano	10 g
Cipolle rosse di Tropea	90 g
Tonno	125 g
