ingredient	quantity
Lievito madre liquido (già rinfrescato)	300 g
Semola di grano duro rimacinata	800 g
Farina Manitoba	200 g
Acqua	750 g
Sale fino	25 g
Pomodorini secchi sottolio già sgocciolati	40 g
Acciughe sott'olio già sgocciolate	20 g
Origano	1 mazzetto
Acqua	60 g
Olio extravergine d'oliva	40 g
Sale fino	4 g
