ingredient	quantity
Burro	150 g
Farina 00	125 g
Zucchero a velo	50 g
Tuorli medio	1
Baccello di vaniglia i semi	½
Sale fino	1 pizzico
Latte intero	500 ml
Panna fresca liquida	125 ml
Zucchero	125 g
Tuorli medi	3
Farina 00	25 g
Amido di mais (maizena)	25 g
Scorza di limone	1
Baccello di vaniglia	½
Pesche noci	200 g
