ingredient	quantity
Pasta Sfoglia 1 rotolo rettangolare	230 g
Filetto di salmone	450 g
Zucchine	300 g
Pomodori secchi sott'olio già sgocciolati	200 g
Olive taggiasche denocciolate	35 g
Frutti di cappero 	15 g
Mandorle in scaglie	20 g
Menta	6 foglie
Timo	3 rametti
Sale fino	q.b.
Pepe bianco	q.b.
Olio extravergine d'oliva	q.b.
Tuorli	1
Panna fresca liquida	1 cucchiaio
Yogurt greco	250 g
Scorza di limone	1
Succo di limone	10 g
Pepe bianco	q.b.
