ingredient	quantity
Patate di medie dimensioni	3
Fagioli borlotti secchi	250 g
Pancetta affumicata	80 g
Carote	1
Cipolle bianche	1
Sedano	1 costa
Salvia	4 foglie
Prezzemolo	1 ciuffo
Aglio	1 spicchio
Olio extravergine d'oliva	4 cucchiai
Sale fino	q.b.
Pepe nero	q.b.
Grana Padano DOP da grattugiare	q.b.
Olio extravergine d'oliva	q.b.
