ingredient	quantity
Zucchero	240 g
Farina 00	200 g
Yogurt greco	170 g
Olio di semi di girasole	140 g
Fecola di patate	100 g
Lievito in polvere per dolci	16 g
Uova medie	3
Scorza d'arancia	2
Succo d'arancia	1
Sale fino	1 pizzico
Yogurt greco	700 g
Panna fresca liquida	300 ml
Zucchero a velo	100 g
Gelatina in fogli	25 g
Baccello di vaniglia	1
Arancia candita	q.b.
Arance fettine sottili	q.b.
