ingredient	quantity
Prugne	600 g
Burro a temperatura ambiente	180 g
Zucchero	180 g
Uova (circa 3 a temperatura ambiente)	175 g
Farina 00	300 g
Latte intero a temperatura ambiente	150 g
Sale fino	1 pizzico
Lievito in polvere per dolci	10 g
Scorza di limone	1
Zucchero di canna	20 g
Zucchero a velo	q.b.
