ingredient	quantity
Farina 00	200 g
Uova (a temperatura ambiente)	104 g
Zucca mantovana	500 g
Amaretti	160 g
Mostarda mantovana di pere	170 g
Grana Padano DOP (da grattugiare)	65 g
Uova	52 g
Noce moscata (da grattugiare)	q.b.
Sale fino	q.b.
Burro	120 g
Grana Padano DOP (da grattugiare)	60 g
Salvia	8 foglie
Sale fino	q.b.
Pepe nero	q.b.
