ingredient	quantity
Pesce spada 300 gr (una fetta spessa almeno	3 cm)
Salmone	300 g
Seppioline	200 g
Gamberi	8
Peperoni 1 rosso e 1 giallo	2
Zucchine medie	2
Olio extravergine d'oliva	3 cucchiai
Vino bianco	½ bicchiere
Sale fino	q.b.
Pepe nero	q.b.
Alloro	1 rametto
Timo	5 rametti
Aneto	1 ciuffo
Rosmarino	1 rametto
Salvia qualche	foglia
