ingredient	quantity
Carne di suino tritata	300 g
Mortadella in un unico pezzo	110 g
Pecorino romano	50 g
Uova medie	2
Noce moscata	q.b.
Pepe nero	q.b.
Prezzemolo tritato	1 ciuffo
Grana Padano DOP da grattugiare	60 g
Maggiorana tritata	2 rametti
Sale fino	q.b.
Aglio piccolo	1 spicchio
Pane mollica di pagnotta rafferma	100 g
Scamorza (provola) affumicata	50 g
Farina 00	30 g
Brodo di carne	500 g
Carote	70 g
Funghi champignon	150 g
Sedano	70 g
Cipolle	60 g
Olio extravergine d'oliva	4 cucchiai
