ingredient	quantity
Farina Manitoba	350 g
Farina 00	150 g
Uova	1
Tuorli	4
Latte intero fresco	250 g
Zucchero semolato	50 g
Lievito di birra secco (oppure fresco 12 g)	4 g
Malto	1 cucchiaino
Burro morbido	120 g
Scorza di limone non trattata	1
Vaniglia	1 bacca
Sale fino	5 g
Uova	1
Acqua	1 cucchiaio
Granella di zucchero	q.b.
Semi di papavero	q.b.
Fragole	350 g
Banane	230 g
Latte	60 g
