ingredient	quantity
Burrata	600 g
Basilico nero	15 g
Sale nero in scaglie	q.b.
Pomodorini ciliegino	220 g
Farina 00	50 g
Acqua	70 g
Semi di papavero	85 g
Sale fino	q.b.
Farina 00 per infarinare i pomodorini	q.b.
Olio di semi di arachide per friggere	500 g
Farina di riso Artemide o Venere	35 g
Farina 00	15 g
Olio extravergine d'oliva	q.b.
Acqua	27 g
Sale fino	3 g
