ingredient	quantity
Uova (medie, a temperatura ambiente)	3
Tuorli (a temperatura ambiente)	10
Zucchero	200 g
Farina 00	100 g
Fecola di patate	100 g
Burro	70 g
Baccello di vaniglia	1
Zucchero a velo	600 g
Acqua (a temperatura ambiente)	80 g
Coloranti alimentari liquidi, colore giallo	1 goccia
Coloranti alimentari in polvere, colore rosso o arancione	q.b.
