epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	1.2371788094954	61.40733595252187	53.26086956521739	0.12958631674422227	97.44680851063829	95.74468085106383	0	0	0
