epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	2.8470521870623813	19.083097596177126	10.112359550561798	0.5933344863031221	78.82081686429513	69.56521739130434	0	0	0
