epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	2.910188649011695	14.231605981803252	4.3478260869565215	1.371447245279948	75.37878787878788	66.66666666666667	0	0	0
