epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	2.8403754260229026	16.15090736018124	6.521739130434782	1.3531840095917385	64.2156862745098	58.333333333333336	0	0	0
