epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	1.1932134574542388	62.372760502134845	55.97826086956522	0.07781081642655834	99.69604863221883	97.87234042553192	0	0	0
