ingredient	quantity
Lasagne Sottili all'uovo	250 g
Grana Padano DOP	30 g
Rucola	300 g
Parmigiano Reggiano DOP da grattugiare	125 g
Pecorino da grattugiare	125 g
Olio di oliva	250 ml
Pinoli	125 g
Sale fino	q.b.
Polpo	1 kg
Sedano	60 g
Carote	60 g
Cipollotto fresco	60 g
Sale fino	q.b.
Pepe nero	q.b.
Prezzemolo	10 g
Vino bianco	40 ml
